REFID	UNIX	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	P68	P69	P70	P71	P72
0	1635397260	0	0	0	0	0	0	0	0	0	0	0	0	53.1189	49.96033	55.20325	58.44116	58.00171	59.59167	55.22461	58.65784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29199	2.05078	2.75635	3.83789	5.9375	0.39062	14.27979	7.3291	29.57031	11.11816	19.92676	35.53711	32.23633	34.5752	20.78857	5.15137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1635397320	0	0	0	0	0	0	0	0	0	0	0	0	52.99683	49.823	55.20325	58.5968	57.90405	59.60999	55.28259	58.74329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97949	2.00928	2.30713	2.78809	4.3335	0.3833	14.60938	7.43896	24.10645	7.89307	16.72363	28.93311	27.08984	28.25439	16.94824	4.50195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1635397380	0	0	0	0	0	0	0	0	0	0	0	0	52.90527	49.67957	55.07507	58.7738	57.85217	59.67712	55.26123	58.79517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80225	2.50977	2.79053	3.80615	6.29639	0.35645	19.39941	10.18555	29.9707	11.24023	20.07812	36.31104	32.81738	35.13184	21.38672	5.15869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1635397440	0	0	0	0	0	0	0	0	0	0	0	0	52.86865	49.60022	54.89197	58.95081	57.83691	59.66797	55.25208	58.77686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39453	2.15332	2.83447	3.99658	5.85205	0.33691	18.5791	10.3125	28.41797	11.87256	19.07959	34.76074	30.74219	33.07861	20.06104	4.79736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1635397500	0	0	0	0	0	0	0	0	0	0	0	0	52.91748	49.53613	54.54102	59.20105	57.901	59.68018	55.24902	58.75854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47998	2.10449	2.73682	3.83789	5.6543	0.29785	18.00781	10.15869	29.59229	11.32812	19.87793	35.83252	32.07764	34.56543	20.98389	4.94385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1635397560	0	0	0	0	0	0	0	0	0	0	0	0	52.98462	49.43848	54.2511	59.35059	57.96204	59.68323	55.19714	58.64258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.30176	2.18262	2.4585	3.125	4.96338	0.30273	14.55078	8.56201	26.03027	8.65234	17.77344	31.21826	29.09424	30.60547	18.73047	4.52637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1635397620	0	0	0	0	0	0	0	0	0	0	0	0	53.07312	49.40796	53.95508	59.552	58.01697	59.75342	55.16663	58.54492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90967	2.34131	2.89551	4.33838	6.41357	0.28564	17.0752	10.72754	30.71777	12.62695	20.06836	37.05566	32.76855	36.0376	21.75781	5.08057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1635397680	0	0	0	0	0	0	0	0	0	0	0	0	53.24402	49.38049	53.67126	59.67712	58.12073	59.87549	55.09033	58.56628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95996	2.00684	2.49268	3.07129	4.69482	0.27588	8.75488	5.30762	25.16113	9.05029	17.11914	30.32471	27.68311	29.35303	17.82471	4.45068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1635397740	0	0	0	0	0	0	0	0	0	0	0	0	53.35693	49.36523	53.46069	59.74426	58.18481	59.92737	54.96521	58.4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16748	2.07031	2.77344	3.81348	5.14648	160.22217	10.48584	6.2085	28.31055	11.31104	18.97705	34.31641	30.5957	33.07129	20.00732	4.91943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1635397800	0	0	0	0	0	0	0	0	0	0	0	0	53.5675	49.38965	53.38745	59.69849	58.28247	60.02808	54.89502	58.28247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07959	2.09717	2.82227	3.72559	4.98291	0.22705	11.46973	6.23779	26.35254	11.82861	17.68799	32.2998	28.37646	30.61523	18.5791	4.52881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
