REFID	UNIX	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	P68	P69	P70	P71	P72
0	1636088460	0	0	0	0	0	0	0	0	0	0	0	0	58.89587	54.97437	57.6355	57.60803	54.93469	48.79456	46.03882	50.98572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07031	1.54297	2.34375	14.17969	1.59668	0.50781	6.32812	5.43457	11.78467	5.32471	42.48535	38.51074	35.18799	18.07129	19.97559	4.65332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1636088520	0	0	0	0	0	0	0	0	0	0	0	0	58.62732	55.24292	57.69348	57.49207	55.01099	48.95935	46.03882	51.01624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18994	1.63574	2.59521	13.27393	1.72119	0.52246	5.03662	5.45166	11.63574	5.29053	42.00439	38.48389	34.37744	17.81494	19.59473	4.19922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1636088580	0	0	0	0	0	0	0	0	0	0	0	0	58.29163	55.5542	57.86743	57.43713	55.19409	49.24622	46.20972	51.10779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05811	1.53564	2.34375	12.70996	1.4917	0.55908	3.0542	5.53467	10.70801	4.79004	38.1543	34.52637	31.69678	16.23535	18.23486	4.23096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1636088640	0	0	0	0	0	0	0	0	0	0	0	0	57.89185	55.85327	57.98645	57.33032	55.37415	49.44458	46.32874	51.14746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07275	1.54541	2.56348	13.91602	1.69678	0.57617	2.22412	7.10938	12.23145	5.57861	44.48975	40.30029	36.25488	18.81836	20.50537	4.61426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1636088700	0	0	0	0	0	0	0	0	0	0	0	0	57.66602	56.10657	58.1665	57.42493	55.49316	49.64294	46.39282	51.18713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09717	1.53564	2.34863	12.25098	1.67236	0.56641	4.41162	5.10254	10.92285	4.79492	40.22705	36.44775	32.88818	16.9043	18.75	4.09668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1636088760	0	0	0	0	0	0	0	0	0	0	0	0	57.6416	56.31409	58.46863	57.51953	55.5603	49.72839	46.39893	51.19629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91406	1.48926	2.57812	14.04785	1.64795	0.60547	4.02832	6.23535	11.98486	5.30518	43.70605	39.60938	35.45166	18.33496	20.13916	4.49463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1636088820	0	0	0	0	0	0	0	0	0	0	0	0	57.77588	56.41174	58.68835	57.69043	55.66406	49.7345	46.38062	51.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08496	1.56982	2.58545	13.89404	1.7627	0.63477	2.80762	8.48877	12.18506	5.40771	44.84375	40.70312	36.2915	18.67188	20.71045	4.38477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1636088880	0	0	0	0	0	0	0	0	0	0	0	0	57.91626	56.38428	58.81653	57.78503	55.66406	49.64905	46.31653	51.09558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08008	1.63574	2.5708	13.93555	1.68213	0.63477	3.57178	7.24609	11.96533	5.49316	44.12109	39.77051	36.06445	18.35205	20.44434	4.16016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1636088940	0	0	0	0	0	0	0	0	0	0	0	0	58.04749	56.26526	58.87451	57.80029	55.70068	49.60938	46.16699	50.99487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18994	1.63574	2.58789	14.4165	1.66748	0.625	2.51221	8.55225	11.95068	5.51514	44.23828	39.91455	36.03271	18.59619	20.46143	4.28467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1636089000	0	0	0	0	0	0	0	0	0	0	0	0	58.10242	56.06995	58.70972	57.84302	55.76172	49.50562	46.16089	50.89417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1167	1.62354	2.57812	13.44482	1.67725	0.61523	2.20459	7.17041	11.875	5.46631	43.64014	39.26758	34.56543	17.66357	20.07568	4.05762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
