REFID	UNIX	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	P68	P69	P70	P71	P72
0	1641790860.0	0.0	36.8478	46.09898	42.23197	53.00467	45.22705	55.3894	53.59323	49.3818	42.61998	56.46188	71.48961	61.38829	60.02808	60.81717	62.73106	51.6401	46.33876	47.74693	49.37744	48.6799	35.38731	42.12298	50.27989	50.24501	42.10118	52.71694	47.34584	32.93719	32.7192	0.0	0.0	0.59291	1.3637	2.36119	1.74735	2.05427	1.72642	6.99289	2.38909	0.09766	0.04883	8.21359	7.77762	0.0	0.0	0.0	16.53181	0.0	0.36621	0.0	0.0	0.0	7.90667	12.90806	5.82799	0.24414	13.0685	9.50753	5.23856	3.45633	2.8111	2.73089	2.3298	3.976	3.79813	1.08468	6.56041	5.86984	11.29325	6.44531	36.40485	23.65723	31.60575	26.05329	19.62891	11.57227	12.98828	18.28613	0.0	0.0	0.0	11.71526	3.5784	13.58468	12.21052	20.85658	0.0	0.0	0.0	23.24568	16.83524	0.12207	4.60031	9.8284	10.11789	9.06459	6.80106	4.79911	1.21024	1.7055	0.2267
1	1641790920.0	0.0	36.58186	46.07282	42.36712	53.1965	45.60198	55.47224	53.51911	49.27717	42.98183	56.56651	72.05636	61.20082	60.16323	60.87821	62.76594	51.6837	46.26901	47.80797	49.32077	48.53603	35.75788	41.82652	50.33657	50.18398	42.05322	52.90004	48.00415	33.20748	32.61021	0.0	0.0	0.61384	1.37068	2.52162	2.04032	2.1589	1.86593	8.41239	2.76228	0.09766	0.04883	9.60868	9.19015	0.0	0.0	0.0	19.4894	0.0	0.36621	0.0	0.0	0.0	8.73326	14.60658	6.44531	0.25112	14.8019	10.14579	5.52804	3.76674	2.99944	2.83203	2.42048	4.5445	3.94461	1.08468	6.92662	6.5639	13.67885	7.50558	44.16155	29.36663	37.69182	29.45382	23.99205	14.34152	16.64342	23.55259	0.0	0.0	0.0	14.69378	4.19224	15.29018	15.34598	26.17885	0.0	0.0	0.0	26.00446	17.613	0.11858	4.59682	9.85979	11.13281	9.37151	7.00335	4.95605	1.19978	1.87988	0.26158
2	1641790980.0	0.0	36.83036	46.05974	42.33224	52.98288	45.51915	55.80357	53.81993	49.42976	42.50227	56.5142	71.68143	61.02644	60.2199	60.88257	62.8139	51.59651	46.19053	47.82976	49.30769	48.95455	35.25216	41.97475	50.1927	50.00959	41.8178	52.9698	47.56383	33.09413	32.75408	0.0	0.0	0.54408	1.3916	2.47977	1.89732	2.03683	1.76828	8.22754	2.74135	0.10114	0.0558	9.08901	8.82743	0.0	0.0	0.0	19.41964	0.0	0.36621	0.0	0.0	0.0	9.01576	15.01116	6.71735	0.24414	15.38783	10.71777	5.87681	4.01437	3.20173	2.97154	2.36816	4.26897	3.82603	1.09863	7.12891	6.18373	11.80246	6.48019	39.25781	26.08119	33.50307	29.14342	21.49135	12.79646	15.1123	21.58203	0.0	0.0	0.0	13.58817	4.17132	15.92146	14.70075	25.10812	0.0	0.0	0.0	27.11705	19.44754	0.11509	4.82701	11.23047	12.40932	10.22252	7.71833	5.73033	1.20675	1.98451	0.27902
3	1641791040.0	0.0	36.73444	46.51751	42.34968	53.15726	45.22269	56.01719	54.53491	49.64774	42.43251	56.1567	71.54628	60.94796	60.23734	60.9654	62.7921	51.50059	46.0859	47.84284	49.30769	48.49243	35.71865	42.14478	50.44992	50.05755	42.24941	52.88696	47.67718	32.74972	32.59713	0.0	0.0	0.63128	1.35672	2.4728	2.02637	2.19029	1.85198	8.238	2.64369	0.09766	0.04883	9.01576	8.60073	0.0	0.0	0.0	17.85714	0.0	0.36272	0.0	0.0	0.0	8.3252	13.57422	6.09305	0.25112	13.27776	9.84584	5.44434	3.5784	2.87388	2.91225	2.50767	4.61077	4.02134	1.06027	6.89872	6.41044	13.48703	7.25098	43.83719	28.76674	37.75809	32.5858	23.05734	13.59863	15.625	22.23424	0.0	0.0	0.0	12.90806	3.70745	14.16364	13.70326	23.43401	0.0	0.0	0.0	24.3478	17.96875	0.12207	4.62821	10.20508	11.11537	9.56682	7.32073	5.38853	1.20675	1.80664	0.25809
4	1641791100.0	0.0	36.42491	45.87228	42.3366	53.27933	45.75021	56.71474	55.61175	49.22921	42.72025	56.39212	71.7817	60.83461	60.14579	61.009	62.79646	51.43956	46.01615	47.87772	49.28589	48.54911	36.07178	42.14478	50.19706	50.13166	41.99219	52.88696	48.01287	32.90667	32.78024	0.0	0.0	0.59989	1.36719	2.3856	1.87988	2.11007	1.78223	7.85784	2.39955	0.09766	0.05232	8.16476	7.85784	0.0	0.0	0.0	16.13072	0.0	0.36621	0.0	0.0	0.0	7.39397	11.84431	5.399	0.24414	11.84082	8.76116	4.93862	3.18429	2.66113	2.58092	2.43443	4.2341	3.70396	1.09515	6.54297	6.01632	12.66392	7.00335	41.48647	27.31934	35.96889	31.58482	22.75391	13.18359	15.12626	21.07631	0.0	0.0	0.0	11.98033	3.2959	12.56975	11.92453	21.37626	0.0	0.0	0.0	21.05887	15.768	0.12207	4.57241	8.68792	9.15527	8.62165	6.56738	4.87235	1.20326	1.64272	0.23368
5	1641791160.0	0.0	36.71701	45.70225	42.44995	53.51475	45.34476	57.09403	56.87605	49.3818	42.5851	56.47932	72.19151	60.73434	60.07603	61.08311	62.83133	51.30877	45.87664	47.87336	49.37744	48.93712	35.85379	42.31916	50.4194	50.48479	42.29736	52.6777	47.67718	32.93283	32.33991	0.0	0.0	0.64174	1.37765	2.52162	2.15193	2.22866	1.89732	9.17271	2.86342	0.09766	0.05232	9.63309	9.47614	0.0	0.0	0.0	19.92536	0.0	0.36272	0.0	0.0	0.0	9.16574	15.04255	6.71735	0.25112	14.89955	10.65499	5.85938	3.90276	3.07617	3.01688	2.55301	4.76074	4.30036	1.09515	7.44629	6.75572	14.14272	7.65555	46.73549	30.8245	40.63198	35.5957	25.01395	14.86119	17.11077	23.95368	0.0	0.0	0.0	14.774	4.22712	15.77846	15.25879	26.01842	0.0	0.0	0.0	27.22168	20.15555	0.11509	4.68052	10.7666	11.92801	9.95047	7.54743	5.55246	1.20675	1.96359	0.30343
6	1641791220.0	0.0	36.66905	45.98999	42.14478	53.29241	45.61506	57.63463	58.09675	49.36436	42.57202	56.4924	71.63783	60.6951	59.96268	61.07875	62.88801	51.13002	45.78945	47.8472	49.44284	48.81505	35.93663	42.72025	50.21014	50.38452	42.20581	52.69514	47.5769	32.92847	32.64509	0.0	0.0	0.58594	1.36021	2.43094	1.94615	2.11007	1.79269	8.08454	2.58092	0.09766	0.04883	8.5798	8.44029	0.0	0.0	0.0	17.55022	0.0	0.3418	0.0	0.0	0.0	8.33217	13.50098	6.107	0.24414	13.22196	9.68192	5.32227	3.48424	2.79018	2.80064	2.43094	4.33873	3.88532	1.09515	6.63714	5.99191	12.43722	6.72084	41.03306	27.09961	35.65848	30.86635	22.61789	13.15918	14.74609	21.40416	0.0	0.0	0.0	12.54534	3.70396	13.82185	13.19754	22.6423	0.0	0.0	0.0	24.11412	18.2094	0.10812	4.57589	10.04116	10.66197	9.44127	7.32073	5.43736	1.2207	1.83454	0.24065
7	1641791280.0	0.0	36.46415	46.05103	42.37584	53.29241	45.89844	58.16214	59.49184	49.59978	42.49791	56.45316	71.45473	60.60791	59.83189	61.04824	62.85749	50.96872	45.6761	47.81233	49.48207	48.42704	35.40475	42.63742	50.17962	50.16218	42.14914	52.92184	47.69461	32.91975	32.5579	0.0	0.0	0.64174	1.37416	2.50767	2.12054	2.22517	1.9043	8.84138	2.77274	0.09766	0.04534	9.0332	9.16922	0.0	0.0	0.0	19.21735	0.0	0.3418	0.0	0.0	0.0	8.89021	14.80539	6.54994	0.24414	14.62054	10.66197	5.82101	3.79813	3.04478	2.97852	2.55999	4.58636	4.39104	1.09166	7.40095	6.68597	13.73117	7.60324	45.59849	30.2281	39.44964	34.64704	24.6024	14.47056	16.65039	23.85603	0.0	0.0	0.0	14.07994	4.07017	15.48898	14.92397	25.43248	0.0	0.0	0.0	26.46833	19.40918	0.11858	4.70843	10.83984	12.17564	10.13881	7.72182	5.86984	1.19629	1.93569	0.28251
8	1641791340.0	0.0	36.7824	45.62378	42.41943	53.49295	45.34912	58.94252	60.06731	49.70878	42.79	56.66678	71.5768	60.63407	59.6793	60.99156	62.79646	50.70714	45.62814	47.72949	49.39488	48.4096	35.37423	42.80308	50.17962	50.09678	42.33224	52.90004	47.30225	32.97206	32.60149	0.0	0.0	0.61035	1.35672	2.55999	2.131	2.19029	1.92522	9.01925	2.76576	0.10114	0.05232	9.19713	9.20061	0.0	0.0	0.0	18.79534	0.0	0.3418	0.0	0.0	0.0	8.6077	13.96833	6.30929	0.24763	13.41727	9.69238	5.27693	3.47377	2.61928	2.70996	2.5565	4.39802	3.8644	1.10561	6.55692	6.15932	13.50795	7.27539	44.95326	29.65611	38.88463	34.23898	24.53962	14.17411	16.4481	23.58747	0.0	0.0	0.0	13.8637	3.82603	14.70773	14.35896	24.4315	0.0	0.0	0.0	24.36175	17.63044	0.12207	4.54799	9.52497	10.226	8.98786	6.88825	4.89676	1.20675	1.83454	0.24065
9	1641791400.0	0.0	36.75188	45.8156	42.31044	53.57143	45.34476	59.7665	61.4842	49.41668	42.75513	57.00684	71.45909	60.62099	59.518	60.88257	62.75722	50.42812	45.57582	47.72949	49.30769	48.29189	35.58786	43.15186	50.02267	50.07935	42.39764	53.17034	47.78181	33.0549	33.10721	0.0	0.0	0.57547	1.36021	2.5286	2.03683	2.06124	1.82408	8.66699	2.75879	0.09766	0.04883	7.76367	8.78209	0.0	0.0	0.0	18.73605	0.0	0.3418	0.0	0.0	0.0	8.89021	14.66936	6.53599	0.24414	14.2613	9.85282	5.43736	3.6656	2.72391	2.86691	2.49023	4.39802	3.71094	1.07771	6.39648	5.98842	12.53488	6.51855	41.4202	27.48326	36.05259	31.57785	22.48535	13.13477	15.68429	22.07031	0.0	0.0	0.0	13.67536	3.93066	15.1123	14.41127	24.62333	0.0	0.0	0.0	25.3697	18.24079	0.12905	4.54102	9.90862	10.63407	8.99484	6.89523	4.8305	1.19629	1.91825	0.23019
