REFID	UNIX	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	P68	P69	P70	P71	P72
0	1638334860	34.16755	32.47077	37.83578	34.10041	41.55283	35.19906	43.18246	40.40537	38.64141	33.31307	45.06843	53.27161	48.88306	47.31034	60.51534	60.55857	60.11403	60.78237	48.63922	57.53225	49.57891	34.58257	31.12187	47.44875	39.50201	33.02009	42.40121	39.49593	28.39972	27.44147	7.92717	6.29639	7.92882	4.38151	9.49883	3.67122	9.66635	3.7596	12.97546	4.12728	7.07306	0.45638	17.24833	8.40023	0	0	0	18.07903	0	3.17074	0	0	0	10.9646	10.51839	12.71016	1.99121	20.78445	13.52262	12.01881	3.22868	12.32268	2.2217	12.05007	4.17552	4.64823	1.24654	9.03117	6.191	8.927	4.94934	16.22498	17.39115	30.00958	20.16593	19.27511	14.2216	15.34892	20.62013	0	0	0	31.42594	15.6061	14.35408	16.9441	28.27897	0	0	0	26.10155	14.39486	7.20803	4.04818	11.56005	4.67969	11.80299	6.14583	12.31891	2.5887	10.92751	1.94417
1	1638334920	34.91217	32.40363	38.31185	34.03938	41.86411	35.00375	42.86507	39.84385	38.48883	34.25911	44.8426	53.16785	62.3291	46.67969	60.23432	60.76686	60.05681	60.79915	48.02888	57.41959	48.65729	34.42999	31.12798	46.88113	39.16632	33.78913	42.43173	39.16023	27.8382	27.82599	7.28462	5.49284	7.50855	3.41585	8.93368	3.18408	9.10263	3.42187	11.438	3.52409	7.14046	0.45898	14.09657	6.66113	0	0	0	15.5974	0	2.60433	0	0	0	10.70995	9.99805	12.38897	1.9056	18.04085	11.52051	11.59779	2.79883	4.53235	11.81476	11.61132	3.64746	4.08549	1.11471	7.30367	5.5599	7.53621	4.08081	13.16305	14.45089	27.70483	17.63659	16.12915	11.76005	11.71163	16.89454	0	0	0	26.36869	12.14876	13.11948	14.96405	24.82129	0	0	0	24.05103	12.22135	7.24224	4.01042	10.97204	4.61735	11.32774	5.58805	11.44154	2.39388	10.21327	1.77458
2	1638334980	34.33234	33.83795	38.62313	34.14314	42.14487	34.63753	43.29232	39.45322	38.59869	32.91634	45.12336	52.62463	50.06287	46.44889	59.92406	60.9108	59.73028	60.79661	49.34719	57.46409	50.74468	34.35674	30.97539	47.68068	39.6546	32.76984	42.41952	40.24056	27.24616	27.64289	7.95914	6.21159	8.42135	5.1945	9.84123	3.81429	10.17356	3.99105	13.43999	4.25537	7.16944	0.46029	18.1076	8.96989	0	0	0	18.50007	0	3.27458	0	0	0	10.76037	10.36589	12.73909	1.98112	20.14325	12.93864	11.8214	2.98275	12.12135	2.21021	11.8016	4.19517	4.53593	1.23657	11.15967	9.01693	9.92228	5.32227	18.49772	19.00553	32.86606	23.13466	21.53666	15.79102	16.90186	22.77833	0	0	0	31.62504	15.53113	14.16155	17.18935	29.0861	0	0	0	25.24186	14.0599	7.24518	4.42057	11.17955	4.66032	11.84205	6.03809	12.40565	2.56494	10.70636	1.94661
3	1638335040	33.3924	33.64264	38.86117	34.28352	41.858	34.83285	42.09603	39.45322	38.22028	32.74544	43.63412	52.47204	47.86987	45.90454	59.59473	61.2587	59.56675	60.79381	49.24344	57.66881	49.82305	34.17974	30.59087	46.45998	37.88458	33.36799	42.73691	40.21004	28.03351	26.87384	6.88114	4.21517	8.13239	5.14469	9.32434	3.21143	10.23915	3.82731	12.52478	3.75602	7.13973	0.45898	16.24839	7.76514	0	0	0	17.29139	0	3.04639	0	0	0	9.98886	8.43343	12.10959	1.83594	15.50262	8.35986	9.9493	2.07178	11.74766	1.60159	11.23535	3.94531	3.9506	1.05876	7.79989	6.19019	9.3042	4.4283	17.54415	18.09123	31.66485	21.95789	19.99471	14.48263	15.72347	21.51856	0	0	0	29.4462	13.88233	13.1765	15.78335	26.10758	0	0	0	20.78937	11.06917	7.05834	3.90511	9.99967	4.21647	11.20534	5.24023	11.59309	2.40153	9.79391	1.68148
4	1638335100	35.1258	32.98346	38.7452	33.63044	41.87631	35.19906	42.45003	39.06259	37.69537	32.55013	45.1905	52.69787	61.54582	45.46558	59.47545	61.42476	59.36254	60.8139	48.75518	57.6884	49.43853	35.02202	30.23686	47.83937	38.73907	33.85627	42.61484	38.49495	27.8382	27.8321	7.31352	5.55745	7.84651	4.17627	9.46142	3.50993	9.93738	4.09196	11.98389	3.70101	7.13814	0.45898	15.97444	7.63883	0	0	0	17.93003	0	3.17155	0	0	0	10.87324	10.56673	11.38113	1.68685	20.08044	13.16992	11.764	3.2124	4.55113	11.75633	11.14639	4.01367	4.23197	1.04431	9.96073	7.99459	7.61698	3.84786	13.8383	14.87101	28.99391	19.33093	17.91199	13.30688	15.19409	19.60937	0	0	0	30.41063	14.99938	14.51947	16.80174	28.91178	0	0	0	27.37541	14.69759	7.10784	4.22363	11.38793	4.68213	11.64302	5.95312	11.62804	2.46436	10.55424	1.87907
5	1638335160	34.64972	33.78302	38.64144	34.23469	41.77866	34.24691	42.26082	38.31186	37.70147	32.1595	44.89143	51.90441	48.92914	45.09888	59.43832	61.57735	59.1212	60.73939	49.04816	57.78046	49.2066	34.85723	30.20024	47.45485	38.92828	33.25812	42.26693	39.95369	27.64289	27.64289	8.11347	6.72152	8.42789	5.01514	9.91059	3.88704	10.34429	4.32178	13.25025	4.28158	7.12921	0.4624	17.51021	8.58122	0	0	0	18.03789	0	3.20752	0	0	0	10.72251	10.56706	12.7147	2.00309	20.8783	13.56096	11.98381	3.14453	12.01597	2.4336	11.66016	4.16992	4.60307	1.25895	11.75354	9.71598	8.84481	4.74223	16.76005	17.64852	30.07308	20.14153	19.29606	14.42098	15.35441	20.57618	0	0	0	30.7714	15.16429	14.65778	16.85189	28.3016	0	0	0	26.25944	14.47168	7.11285	4.18099	11.87138	4.94238	12.07049	6.43018	12.77067	2.68099	11.17479	2.04362
6	1638335220	34.64362	33.02008	39.32504	34.50935	41.31479	34.44222	42.07772	38.69638	37.44513	32.1595	44.97688	51.14147	46.68579	54.16819	59.46274	61.61804	59.0004	60.79076	49.14582	57.87252	49.53008	34.57036	30.02324	46.17923	37.53668	33.06891	42.59652	39.76448	28.03961	27.63678	8.22877	6.71875	8.55935	5.02865	9.48955	3.50342	10.19078	3.89453	12.58203	3.81592	7.06771	0.45996	16.89697	7.85498	0	0	0	16.99056	0	2.95199	0	0	0	10.44058	9.67383	12.1411	1.87093	19.60966	12.99544	11.78722	3.0791	11.21703	2.39258	3.02734	3.87329	4.49198	0.731	8.73433	6.47135	8.62081	4.77153	16.4917	17.30123	30.24883	20.18057	18.84786	13.93636	14.80062	20.3711	0	0	0	29.23493	13.81167	13.81112	15.08369	25.06364	0	0	0	24.3631	13.18962	6.93175	4.19303	11.61181	4.69385	12.22187	6.47591	12.86154	2.73226	11.28868	2.04085
7	1638335280	33.97224	32.63557	37.99447	34.08821	41.47348	35.00375	42.54159	38.31186	37.09723	32.35481	42.7491	49.78649	54.30451	44.55446	59.478	61.61474	58.76897	60.71625	48.51721	58.07266	48.39485	33.65484	29.38237	44.96464	38.17145	32.64777	42.30966	39.07479	27.8443	27.61847	7.09642	4.85156	7.82173	4.2474	9.52717	3.55062	9.57716	3.68408	12.2106	3.68457	7.0918	0.4611	15.66736	7.22054	0	0	0	16.45513	0	2.81478	0	0	0	9.99361	8.46354	11.77107	1.78125	16.97313	9.44938	10.28393	2.72445	10.73239	1.64649	10.66788	3.50143	3.52071	0.85714	6.54744	5.50313	7.30469	3.45113	13.36426	13.90198	26.14239	16.26949	15.75439	11.97489	13.18115	16.19143	0	0	0	26.08974	12.00049	12.60188	14.06108	22.11035	0	0	0	20.689	10.76562	7.10567	4.02474	9.36125	3.88395	10.49177	4.49137	10.45749	2.17399	8.95415	1.44287
8	1638335340	34.60699	33.78912	38.46444	34.98542	41.73593	34.64364	41.61995	37.74423	37.54278	32.17171	43.55476	50.26866	45.8374	44.14063	59.63872	61.37899	58.73006	60.55527	49.60969	58.26899	49.3714	34.46661	29.82183	45.81302	38.18976	32.84919	41.99838	38.7574	27.64899	27.63068	8.51804	7.21094	8.80439	5.75293	9.93194	3.88037	10.54818	4.35775	13.24281	4.1263	7.12134	0.48193	17.79382	8.46468	0	0	0	17.87313	0	3.17464	0	0	0	10.45738	10.01774	12.09393	1.89583	19.93946	13.35921	11.76519	5.87484	11.59707	2.71487	11.19629	4.00391	4.56095	1.25203	9.08651	6.8573	8.90462	5.14506	16.6862	17.53316	30.47836	20.53217	19.26046	14.24235	14.54651	19.06252	0	0	0	27.91926	13.21388	13.42741	14.955	24.48258	0	0	0	23.76137	12.70996	7.05809	4.04183	11.36715	4.60173	11.96945	6.25374	12.47013	2.66455	11.04387	1.97152
9	1638335400	34.51544	33.61212	37.51229	33.48396	41.14999	34.44832	41.46737	38.32406	37.40851	32.35481	43.63411	48.9442	57.29345	43.82366	57.92751	59.35465	57.22783	59.4787	49.24323	58.37453	49.0113	33.31305	28.96734	43.66461	37.79915	32.92243	41.93124	38.65365	27.45368	27.22174	8.25515	6.87174	8.81052	5.81152	9.90046	3.87907	10.42995	4.3999	13.09591	4.06169	7.02779	0.47819	17.59948	8.48421	0	0	0	16.71713	0	2.96305	0	0	0	9.98901	8.28776	11.62819	1.73649	16.71917	10.41374	11.58525	3.36768	4.46405	11.32808	4.40006	3.54284	4.37622	2.77079	7.21476	7.58479	8.26762	6.35091	14.86593	16.76971	28.11032	18.21289	17.61169	12.54333	12.39807	15.59573	0	0	0	22.02616	9.26253	10.73113	11.4701	16.15055	0	0	0	17.55152	8.16341	7.14518	3.73307	9.75827	3.99154	11.01893	5.07015	11.13005	2.33545	9.45791	1.53874
