REFID	UNIX	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	P68	P69	P70	P71	P72
0	1636434060	0	0	0	0	0	0	0	0	0	0	0	0	56.82373	57.75146	60.33325	63.33923	56.9458	52.6886	48.53516	53.30811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03369	2.65869	2.94678	13.42041	4.82666	1.06201	22.48047	11.57959	10.23682	14.81689	40.92773	24.77051	28.28369	17.16064	20.68359	6.52832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1636434120	0	0	0	0	0	0	0	0	0	0	0	0	56.5979	57.2052	59.77783	63.70239	56.9397	52.88086	48.74878	53.64685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39502	3.52295	3.01758	18.82568	5.21729	0.91309	25.35645	12.79297	10.12939	17.35352	41.28906	24.68506	27.97363	17.3999	21.03516	6.28174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1636434180	0	0	0	0	0	0	0	0	0	0	0	0	56.48193	56.81763	59.39331	63.92517	56.98853	53.1189	48.92883	53.94897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44141	3.31543	2.99316	17.5708	4.98779	0.68848	24.0625	11.57959	10.1123	16.30127	40.83008	24.48242	27.77832	16.70166	20.92041	6.32324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1636434240	0	0	0	0	0	0	0	0	0	0	0	0	56.427	56.7688	59.23157	64.00452	57.08923	53.37219	49.00208	54.12903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26318	2.82471	2.62695	12.84912	4.08936	0.67871	19.68018	8.82812	9.65332	12.89062	37.69043	23.19824	26.65283	15.56641	19.04785	5.8252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1636434300	0	0	0	0	0	0	0	0	0	0	0	0	56.22864	56.99768	59.33228	63.98315	57.22046	53.53699	49.10583	54.29688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39258	3.13965	3.07861	17.3584	5.16357	0.68848	23.08105	8.54248	10.31738	17.74658	41.9043	25.12207	27.78564	16.95801	21.29883	6.52344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1636434360	0	0	0	0	0	0	0	0	0	0	0	0	55.9906	57.31201	59.49707	63.80615	57.31812	53.7323	49.14551	54.51355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08252	2.32666	2.61719	11.15967	4.17969	0.78125	18.37402	8.94775	9.58008	11.55029	36.75049	23.00049	26.5332	15.22949	18.19824	5.43701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1636434420	0	0	0	0	0	0	0	0	0	0	0	0	55.93567	57.75757	59.7229	63.55896	57.35474	53.88489	49.16687	54.58984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43652	3.19824	3.32031	18.0835	5.58105	0.83496	25.42725	11.68945	11.28906	18.30322	44.45068	26.82373	30.42725	20.81787	22.53418	6.64795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1636434480	0	0	0	0	0	0	0	0	0	0	0	0	55.7251	58.2489	59.94568	63.29651	57.46765	53.97034	49.2218	54.63562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24609	2.91016	2.81494	14.73145	4.37012	0.92285	20.1416	10.19043	9.10156	12.66113	34.63379	22.6123	24.54102	16.0376	17.24854	4.94385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1636434540	0	0	0	0	0	0	0	0	0	0	0	0	55.6427	58.6731	60.27222	63.03711	57.5531	54.06189	49.24622	54.60815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28027	2.97607	3.00293	14.89746	5.10254	1.05957	24.97559	12.47803	11.64307	15.85693	44.56543	27.36816	31.05713	21.60645	22.41211	6.52832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1636434600	0	0	0	0	0	0	0	0	0	0	0	0	55.6427	59.03931	60.48889	62.6709	57.61719	54.15039	49.32861	54.66003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42676	3.08594	2.92725	16.67725	4.66797	1.06445	21.48682	9.51172	9.83154	14.23584	37.7417	24.01367	26.44775	18.22998	19.06982	5.36621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	1636434660	0	0	0	0	0	0	0	0	0	0	0	0	55.59082	59.41467	60.81543	62.44812	57.69958	54.19922	49.36218	54.61426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29492	2.90771	3.10791	16.32812	5.1001	1.09375	22.13867	9.01855	10.84717	16.37207	41.71387	26.04004	28.48389	20.10742	21.15234	5.9082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	1636434720	0	0	0	0	0	0	0	0	0	0	0	0	55.70984	59.74121	61.16943	62.31384	57.80945	54.14734	49.34082	54.48914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24854	2.88818	3.19336	16.21338	5.27588	1.10596	25.01953	12.89795	11.45996	17.6001	44.82666	27.81738	30.43457	21.59424	22.56592	6.3208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
