REFID	UNIX	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	P68	P69	P70	P71	P72
0	1634446860	0	0	0	0	0	0	0	0	0	0	0	0	53.87573	50.11597	53.70178	58.80737	58.51746	59.86328	56.91833	60.57434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1416	3.91846	2.83447	4.54346	8.81104	160.2417	15.08789	9.22363	13.14941	13.67188	20.43945	27.99316	40.33936	40.47607	25.49561	7.64404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1634446920	0	0	0	0	0	0	0	0	0	0	0	0	54.04358	50.11597	53.83301	58.84399	58.60291	59.82971	56.88477	60.59265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80957	3.42773	2.69531	4.16748	7.70752	0.25635	13.2959	8.08105	12.07031	12.41455	18.17139	25.06592	35.63232	35.71777	23.38623	6.74316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1634446980	0	0	0	0	0	0	0	0	0	0	0	0	54.15955	50.31433	53.95813	58.73413	58.60291	59.87854	56.86951	60.60486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.94629	3.64746	2.78076	4.31396	7.96143	0.29541	13.4375	8.14941	12.39014	12.58301	18.81104	26.21338	37.13867	37.32178	24.15527	7.32422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1634447040	0	0	0	0	0	0	0	0	0	0	0	0	54.1748	50.41809	54.0863	58.60596	58.59375	59.81445	56.91223	60.51941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59229	3.31787	2.63916	4.22607	7.28027	0.29053	12.79541	7.70752	11.98975	12.17773	17.69287	24.54834	34.89746	35.10742	22.68799	6.61133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1634447100	0	0	0	0	0	0	0	0	0	0	0	0	54.14124	50.5127	53.99475	58.52051	58.55408	59.79004	56.83289	60.5011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11963	3.94043	2.81006	4.4165	8.35449	0.27588	14.11133	8.66211	12.72461	13.13721	20.58105	26.89697	38.63037	38.67188	24.81934	7.35596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1634447160	0	0	0	0	0	0	0	0	0	0	0	0	54.23889	50.48218	53.8208	58.46863	58.57239	59.77173	56.80237	60.47974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.63867	3.55713	2.83691	4.44336	8.31299	0.2832	14.4458	9.04785	12.37061	14.19922	42.90283	31.74316	36.79199	37.01172	23.52783	6.58691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1634447220	0	0	0	0	0	0	0	0	0	0	0	0	54.29688	50.40588	53.61633	58.49915	58.52661	59.729	56.83594	60.49805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1416	3.77686	2.75879	4.25049	7.86865	0.25879	13.44482	8.00049	12.24854	12.57324	43.11279	31.73096	36.59668	36.80908	23.62549	7.10449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1634447280	0	0	0	0	0	0	0	0	0	0	0	0	54.30908	50.2655	53.34167	58.52356	58.46558	59.72595	56.90613	60.56824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09277	3.77441	2.67578	4.36523	7.9248	0.20264	13.48877	7.95898	12.4292	12.80029	43.63281	32.12891	36.96533	37.40723	24.02832	7.18506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1634447340	0	0	0	0	0	0	0	0	0	0	0	0	54.29382	50.06714	53.12805	58.49609	58.41675	59.67102	56.90308	60.54993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87305	3.33496	2.62207	3.8916	6.4209	0.16357	11.77002	6.40137	11.09863	11.23535	37.1582	27.2583	31.604	31.88232	20.94727	6.22803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1634447400	0	0	0	0	0	0	0	0	0	0	0	0	54.19006	49.93286	53.00598	58.46863	58.38318	59.64966	56.92139	60.59265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.94141	3.87939	2.9248	4.52393	8.75244	320.13428	15.68115	9.35059	12.43164	15.39307	44.63867	32.94434	37.59521	37.95898	24.21143	6.95801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
