REFID	UNIX	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	P68	P69	P70	P71	P72
0	1642222860.0	0.0	37.58894	46.33876	41.8614	53.445	45.53659	55.73382	49.44284	49.72185	43.3742	58.67658	72.83674	60.9654	62.65695	63.30654	63.61607	54.51311	43.50063	45.24013	47.28917	45.0701	34.13609	38.0467	47.71205	50.45428	40.87612	51.69242	47.35456	32.63201	33.70449	0.0	0.0	2.8704	1.99847	7.25446	5.0851	9.92606	7.82994	15.67383	8.81696	0.11161	0.03488	15.24484	15.7959	0.0	0.0	0.0	19.85561	0.0	0.39062	0.0	0.0	0.0	8.62863	13.56724	8.77511	0.28948	10.7387	7.59975	8.31473	4.63867	4.58984	4.02134	3.28892	4.24456	4.50963	1.2207	9.54241	7.54395	12.31864	6.08608	18.30357	22.3877	38.6091	22.49581	22.78878	13.98926	13.89858	18.51632	0.0	0.0	0.0	12.01172	3.45285	12.95689	11.86872	20.76939	0.0	0.0	0.0	20.37179	13.67536	0.1709	5.21066	10.64453	5.16881	11.00028	7.80204	4.51311	1.14746	3.96903	0.29297
1	1642222920.0	0.0	37.19221	46.22541	41.92243	53.70222	45.34912	55.57251	49.36	49.75673	43.41779	58.73762	72.99805	61.2139	62.21226	63.08855	63.45912	53.89404	43.33496	45.10934	47.1889	45.02651	34.09249	37.60202	47.50279	50.04011	40.80636	51.42648	46.67446	32.53174	33.5301	0.0	0.0	2.76228	1.98103	7.6137	5.50014	10.5399	8.27637	16.2493	9.25642	0.09766	0.03836	15.72266	16.31906	0.0	0.0	0.0	21.2228	0.0	0.38714	0.0	0.0	0.0	9.67146	15.45061	9.98884	0.29297	10.90611	7.85086	8.51702	4.69099	4.49568	3.86091	3.14941	4.58984	4.36663	1.23465	9.13086	7.37305	12.41281	6.36161	18.52679	22.99456	39.37988	23.13058	23.51423	14.3764	14.33105	19.35338	0.0	0.0	0.0	13.89509	4.12946	14.95536	14.14272	25.01046	0.0	0.0	0.0	22.83412	15.62151	0.1709	5.23856	10.97238	4.93164	10.94796	7.74623	4.63867	1.14397	4.04925	0.33482
2	1642222980.0	0.0	37.49302	45.98999	41.90935	53.61503	45.30988	55.54199	49.71749	49.73929	43.44395	58.96432	72.64927	61.48856	61.7109	62.81825	63.30218	53.24445	43.22597	44.97419	46.94911	44.8652	34.21892	38.0249	47.55075	50.01395	40.802	51.59215	46.94911	32.95027	33.49958	0.0	0.0	2.81808	2.0752	8.1543	5.88728	11.32115	8.93903	17.07241	9.76911	0.10114	0.05232	16.29464	16.9887	0.0	0.0	0.0	21.14955	0.0	0.38714	0.0	0.0	0.0	9.48312	15.1716	9.78655	0.29297	10.94448	7.84389	8.48563	4.65611	4.76423	4.09459	3.24707	4.4887	4.42592	1.23117	9.35059	8.05315	12.92899	7.07659	19.66378	23.87695	41.3923	23.98507	24.52916	14.8577	14.44266	19.74051	0.0	0.0	0.0	13.76953	3.95857	14.49847	13.89509	24.4036	0.0	0.0	0.0	22.34933	15.12626	0.1709	5.18624	11.03167	4.76423	11.20605	7.96247	4.98396	1.14746	4.20968	0.33482
3	1642223040.0	0.0	37.3448	46.02487	41.95731	53.27497	45.39708	55.78177	49.87008	50.24065	44.08918	59.29129	72.83238	61.72834	61.2139	62.53052	63.08855	52.52947	43.0603	44.76057	46.74857	44.53823	34.33664	38.30392	47.60742	49.93548	40.50991	51.50495	46.74421	33.13773	33.54754	0.0	0.0	2.50767	1.85896	6.65109	4.72935	9.15527	7.20215	14.02065	8.16825	0.09766	0.03139	13.63351	14.44615	0.0	0.0	0.0	18.47098	0.0	0.37667	0.0	0.0	0.0	8.7228	13.84626	8.90416	0.29994	10.47363	7.4149	7.92062	4.47475	4.43638	3.73884	3.125	4.49916	4.12946	1.18583	8.18569	6.65806	10.50153	6.20815	15.51688	18.71861	32.54395	18.86509	19.37081	12.00126	11.51297	15.70522	0.0	0.0	0.0	11.76409	3.59584	13.11384	12.14076	21.25419	0.0	0.0	0.0	21.07282	14.10086	0.16741	5.18973	10.50153	4.47824	10.5399	7.48814	4.57241	1.14746	3.80511	0.29994
4	1642223100.0	0.0	37.18349	46.68753	42.00527	53.37524	45.41452	55.93	49.78725	49.66082	44.5731	59.6793	72.69723	61.89837	60.78666	62.29946	62.64823	51.78397	42.95131	44.62978	46.48699	44.75185	34.0271	38.40419	47.83848	49.70006	40.44451	51.33493	46.17746	32.74972	33.74372	0.0	0.0	2.96108	2.1031	7.92759	5.77567	11.02818	8.68094	16.23884	9.24944	0.10114	0.03139	15.51688	16.45508	0.0	0.0	0.0	20.3404	0.0	0.38365	0.0	0.0	0.0	9.34361	15.04604	9.83189	0.29297	11.71875	8.17871	8.59724	4.95605	5.0851	4.38058	3.79116	5.00488	4.81306	1.17188	9.69587	8.02874	12.80343	7.81948	19.28362	23.13407	40.41225	23.15499	23.53516	14.22991	13.52888	18.51981	0.0	0.0	0.0	13.18011	3.76674	13.59166	12.79994	22.16099	0.0	0.0	0.0	22.1889	14.78795	0.1709	5.33273	11.34905	4.75725	11.59319	8.27985	6.33719	1.14746	4.25153	0.33831
5	1642223160.0	0.0	37.30992	46.3344	42.1317	53.30985	45.30988	55.52455	50.04447	49.75673	44.74749	59.50928	72.85418	61.91145	60.4248	62.02916	62.26022	51.01231	42.93823	44.38128	46.16002	44.42923	33.735	38.84888	47.28481	49.52131	40.51862	51.47443	46.0641	32.95462	33.97914	0.0	0.0	2.56348	1.96359	7.65904	5.52107	10.55036	8.38797	15.69127	9.09249	0.10812	0.04534	14.95884	15.91099	0.0	0.0	0.0	20.62988	0.0	0.38714	0.0	0.0	0.0	9.2041	14.79492	9.64007	0.29297	10.82589	7.49512	8.29729	4.6875	4.90025	4.26897	3.66211	5.62221	4.4887	1.12653	8.90416	7.76716	12.54534	7.33119	18.75698	22.75739	39.27874	22.70508	23.45843	14.16016	13.94741	19.0639	0.0	0.0	0.0	13.7486	3.82603	14.5752	14.2334	24.71749	0.0	0.0	0.0	22.41908	15.26925	0.17439	5.4548	10.30971	4.62472	10.35156	7.37305	7.6695	1.14746	3.81208	0.32785
6	1642223220.0	0.0	37.41455	46.60906	42.38456	53.09187	45.20525	55.79485	50.4194	49.76981	44.96547	60.08475	73.35554	61.87221	59.98012	61.71526	61.87657	50.28861	42.84668	44.24613	45.97255	44.90444	33.85271	39.0625	47.74693	49.29897	40.52734	51.40468	46.29517	32.9895	33.76988	0.0	0.0	2.81459	2.03334	8.10896	5.92564	11.27232	8.93555	17.18401	9.98884	0.10114	0.03488	15.80985	16.97126	0.0	0.0	0.0	21.67969	0.0	0.38714	0.0	0.0	0.0	9.83887	15.86217	10.39342	0.30343	11.75014	8.20312	8.95996	5.18973	5.62221	4.83747	4.23758	6.59528	4.82003	1.11607	9.83887	8.41936	13.12779	8.17522	19.87653	23.83161	41.6748	23.96066	24.4315	14.96233	14.56124	19.90095	0.0	0.0	0.0	14.28223	4.14342	15.04255	14.79492	25.83357	0.0	0.0	0.0	24.2885	16.32254	0.17439	5.49316	11.45368	4.82701	11.54088	8.17174	8.54841	1.14746	4.04925	0.34528
7	1642223280.0	0.0	37.49302	46.65702	42.62434	53.43192	45.37528	56.03899	50.14474	50.09242	45.51479	60.37685	72.83238	61.71526	59.60083	61.37957	61.55831	49.62594	42.67229	43.99763	45.80253	44.54694	33.66961	39.90391	47.76437	49.11586	40.52734	51.24773	45.97255	33.08977	33.93119	0.0	0.0	2.19727	1.79618	6.82896	4.84096	9.12737	7.34515	13.99275	8.18569	0.11858	0.04185	13.14523	14.35547	0.0	0.0	0.0	18.61049	0.0	0.3697	0.0	0.0	0.0	8.6635	13.42076	8.7507	0.30343	9.23898	6.66155	7.23005	4.18178	4.85142	4.17829	3.5226	5.71987	4.10505	1.11258	7.70089	6.65806	11.02818	6.34766	15.70522	19.02204	33.02874	19.43359	20.24972	12.30469	12.18262	16.38184	0.0	0.0	0.0	11.85477	3.40053	12.83133	12.67787	21.66225	0.0	0.0	0.0	20.09975	13.47307	0.16741	5.22461	9.00181	4.13993	8.67746	6.2779	3.8644	1.14746	3.25753	0.25809
8	1642223340.0	0.0	37.45815	46.21233	42.05758	53.13982	45.08754	55.42428	50.53275	50.23193	45.8374	60.15451	72.42693	61.50164	59.23462	61.04388	61.25314	49.02867	42.47611	43.85376	45.59326	44.3246	34.10993	40.25705	47.73385	49.14638	40.54478	51.73165	46.13386	32.9895	33.41675	0.0	0.0	2.67857	1.92522	7.54395	5.43039	10.32366	8.18917	15.67034	9.16225	0.11161	0.04185	13.99275	15.57268	0.0	0.0	0.0	20.55664	0.0	0.39411	0.0	0.0	0.0	9.66448	15.4262	10.14927	0.29297	11.5897	8.1822	8.75767	5.33273	5.67453	5.02232	4.4608	7.76018	4.81655	1.10212	9.45522	8.28334	12.01172	7.18122	17.94434	21.73549	37.51046	21.92732	22.44699	13.47656	13.07199	17.90248	0.0	0.0	0.0	13.03711	3.98298	14.62054	14.25781	24.11063	0.0	0.0	0.0	24.68959	16.24581	0.17787	5.44085	11.50251	4.6875	11.42927	8.09849	4.70843	1.14746	3.88184	0.31041
9	1642223400.0	0.0	37.29684	46.52187	42.16221	53.18778	45.61506	55.81229	50.89024	50.61994	46.46955	60.25478	72.40949	61.30545	58.78122	60.6733	60.98284	48.42704	42.28864	43.53551	45.50607	44.47719	33.65217	40.54478	47.60742	49.40796	40.27448	51.53983	45.91152	32.57969	33.65217	0.0	0.0	2.96108	2.09263	8.1543	5.93262	11.40485	8.98438	17.11775	9.87374	0.11509	0.04883	15.26228	16.90499	0.0	0.0	0.0	21.45996	0.0	0.37319	0.0	0.0	0.0	9.93304	15.84473	10.47712	0.30343	12.30469	8.58329	9.19364	5.66406	6.77665	5.89774	5.06766	9.02972	5.11649	1.05678	10.92704	8.98089	13.23591	8.72977	20.32994	24.5466	42.71763	24.54311	25.03139	15.4541	14.67285	20.17997	0.0	0.0	0.0	14.32408	4.11551	15.21345	15.48898	25.92773	0.0	0.0	0.0	25.9103	17.12123	0.16741	5.46526	12.07101	4.95257	12.09542	8.5519	5.58733	1.14746	4.50614	0.36272
