REFID	UNIX	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	P68	P69	P70	P71	P72
0	1641963660.0	0.0	35.23036	44.54694	40.50991	51.91912	44.22433	54.86625	51.13002	50.45428	44.49027	57.63463	73.37734	65.40353	62.61771	61.20082	63.42861	51.25645	43.77965	45.68045	46.61778	43.30008	31.30668	43.77093	44.88264	46.1295	40.01726	50.58943	44.51207	31.15409	31.06253	0.0	0.0	2.86342	2.95759	9.96791	9.21108	8.70884	7.14634	16.26674	9.16574	0.08719	0.05232	16.36091	14.2613	0.0	0.0	0.0	21.10073	0.0	0.38016	0.0	0.0	0.0	11.39788	16.90151	9.72377	0.24763	22.25516	17.03753	12.38839	5.60826	4.4329	3.98996	5.54897	25.47782	4.66309	1.11258	8.47866	7.11147	12.31166	5.81055	45.01604	26.17188	25.36621	17.28864	23.50725	14.39383	14.1183	18.91741	0.0	0.0	0.0	19.14411	6.8185	15.74358	16.27023	25.83008	0.0	0.0	0.0	24.13853	17.79785	0.1709	5.07812	9.30176	11.69782	9.22503	6.83943	2.02985	1.23465	2.7274	0.2267
1	1641963720.0	0.0	35.66197	44.42051	40.50991	51.76217	44.00199	54.6439	51.04719	50.53711	44.4118	57.55179	73.32502	65.37737	62.43025	61.09183	63.41989	51.16926	43.59218	45.6325	46.52187	43.396	31.79496	43.49627	44.86084	46.18182	39.82108	50.48479	44.35948	31.52902	31.36771	0.0	0.0	2.80762	2.9262	9.9435	9.27037	8.82394	7.23354	16.86314	9.5738	0.09417	0.05232	16.6469	14.46708	0.0	0.0	0.0	21.75293	0.0	0.37667	0.0	0.0	0.0	12.00474	17.79785	10.10045	0.25809	24.03739	18.31752	13.12779	6.00935	4.71191	4.19224	5.62221	26.59389	4.79911	1.1091	9.01576	7.54046	12.49302	6.11747	45.86705	27.37863	26.44043	17.88853	24.16643	14.9135	14.76004	19.84515	0.0	0.0	0.0	20.04046	7.09054	16.63295	17.27121	27.12054	0.0	0.0	0.0	26.77874	19.65332	0.16741	5.18973	10.05511	12.97084	9.83538	7.26842	2.10658	1.2207	2.94713	0.2546
2	1641963780.0	0.0	35.51374	44.70825	40.16113	51.49187	44.30716	54.86189	50.80741	50.58943	44.58182	57.72182	73.34246	65.3207	62.22098	61.0308	63.43733	51.13438	43.44395	45.57146	46.49571	43.26957	31.43747	43.02979	44.66902	45.99871	40.18729	50.57199	44.42051	31.91703	31.62929	0.0	0.0	2.89481	2.90527	9.77609	9.09598	8.84487	7.16727	16.20047	8.72628	0.09068	0.04883	16.0784	13.96833	0.0	0.0	0.0	20.59501	0.0	0.39062	0.0	0.0	0.0	11.07352	16.43066	9.53892	0.24414	27.12054	22.08426	12.45117	5.67104	4.87584	4.24805	5.8803	29.93513	5.00488	1.08468	9.10645	7.95898	12.77204	6.43136	46.62388	27.92969	28.00991	18.20243	24.36872	14.95884	14.631	19.70912	0.0	0.0	0.0	18.96973	6.51855	15.34947	15.92494	25.48479	0.0	0.0	0.0	24.35477	18.21987	0.1709	5.06069	9.32617	11.94196	9.39244	6.99637	1.96359	1.2207	2.62626	0.23368
3	1641963840.0	0.0	35.52246	44.63414	40.37476	51.89296	43.95839	54.99704	50.69406	50.97743	44.3464	58.04879	73.05036	65.16811	61.95068	61.05259	63.43297	51.11694	43.37856	45.47991	46.46083	42.98619	31.93011	43.25213	44.92188	46.09026	39.84724	50.50223	44.28973	31.77752	31.64237	0.0	0.0	2.59487	2.6995	8.75767	8.07757	8.08803	6.61621	14.8019	8.24847	0.08022	0.05232	14.01018	12.84528	0.0	0.0	0.0	19.02902	0.0	0.37667	0.0	0.0	0.0	10.27483	14.79492	8.78906	0.2546	23.91183	20.22879	11.22698	5.23856	4.61775	4.15388	5.61872	28.39704	4.55148	1.08817	8.29729	7.10449	11.05608	6.44531	38.86719	23.24219	23.16197	15.5692	21.11468	13.01967	12.70229	16.94685	0.0	0.0	0.0	16.52483	5.77567	13.76953	14.84724	23.22126	0.0	0.0	0.0	22.22726	16.65039	0.1709	4.87235	8.51353	10.50153	8.59724	6.31627	1.76479	1.2207	2.56696	0.21275
4	1641963900.0	0.0	35.64017	44.84776	40.40963	51.6619	43.86684	54.93164	50.78997	50.63302	44.84776	57.95724	72.90213	65.0504	61.66731	61.04388	63.38065	51.09079	43.30008	45.44503	46.53059	43.42215	32.17425	42.92951	44.6167	45.88972	39.91699	50.31477	44.40744	31.9519	31.71212	0.0	0.0	2.77274	2.982	10.40388	9.76562	9.1204	7.38002	17.36189	10.00628	0.09766	0.04883	17.45257	15.0844	0.0	0.0	0.0	23.0957	0.0	0.37667	0.0	0.0	0.0	12.46861	18.43262	10.4248	0.2546	28.976	22.99456	13.61956	6.48368	5.09556	4.60728	6.08259	32.45326	5.00837	1.10212	9.55985	8.07059	12.91504	7.63114	47.15402	28.21917	29.25502	18.84417	24.68262	15.81682	15.62151	20.78334	0.0	0.0	0.0	21.16699	7.2161	17.91295	17.85017	28.26451	0.0	0.0	0.0	27.05776	18.76395	0.1709	4.97698	10.13184	13.08943	9.80399	7.2719	2.07171	1.23117	3.16685	0.28948
5	1641963960.0	0.0	35.79276	44.68209	40.41399	51.92348	44.10226	55.40684	50.46735	50.70278	44.56874	57.97904	72.8847	64.85857	61.49292	61.009	63.33269	51.08207	43.25649	45.42324	46.57854	43.1475	31.89523	42.5851	44.64722	45.59762	39.90391	50.73765	44.35948	32.15681	31.8124	0.0	0.0	2.982	3.08315	10.86775	10.05511	9.64355	7.72531	17.85714	10.07254	0.09068	0.04883	17.4421	14.96931	0.0	0.0	0.0	21.72154	0.0	0.38365	0.0	0.0	0.0	11.1084	15.99121	9.09249	0.2546	28.88881	22.66323	11.88616	5.4269	4.81306	4.40499	6.31278	36.51995	4.78864	1.10212	9.18318	8.13337	13.55329	8.02176	48.91881	29.48172	30.82101	19.80329	25.32785	16.12374	16.14467	21.6204	0.0	0.0	0.0	20.57408	6.68945	16.46554	16.40625	27.39955	0.0	0.0	0.0	23.59096	16.85617	0.1709	4.91071	9.44824	12.4442	8.67746	6.7034	1.988	1.2207	2.78669	0.28251
6	1641964020.0	0.0	35.61401	44.90444	40.21781	51.91912	44.18945	55.89948	50.48915	50.75509	45.05702	58.48476	73.0678	64.71906	61.29674	61.00464	63.31961	51.07771	43.25213	45.40144	46.55239	43.33496	31.69468	42.50227	44.90444	45.5671	39.95623	50.77253	44.44667	32.0391	31.69904	0.0	0.0	2.39607	2.63672	8.9495	8.25544	8.00781	6.61621	15.23089	8.91462	0.09417	0.04883	16.01911	13.74512	0.0	0.0	0.0	21.31348	0.0	0.37667	0.0	0.0	0.0	12.21052	18.08733	10.59222	0.24763	30.93959	23.9781	13.86719	6.58133	5.0851	4.57938	5.75474	28.3238	4.90025	1.08817	9.15527	7.28585	10.48061	6.59528	38.494	23.00502	23.68862	15.18903	20.59849	13.05106	13.36147	17.60603	0.0	0.0	0.0	19.12319	6.74874	16.90499	17.1596	25.40109	0.0	0.0	0.0	26.71247	18.25126	0.16741	5.13044	10.21903	12.88714	9.78655	7.26493	2.01939	1.21024	3.27148	0.27204
7	1641964080.0	0.0	35.83636	45.03087	40.20037	51.48751	43.92787	55.60739	50.55891	50.67662	44.8216	58.6853	72.74519	64.59699	61.0308	61.01336	63.2673	51.09079	43.25213	45.41452	46.54367	43.31752	31.96498	42.21453	45.34912	45.87664	39.88647	50.77253	44.23741	31.62929	32.00422	0.0	0.0	2.9541	2.81808	9.66099	8.90765	9.34361	7.39049	16.32603	9.44824	0.09766	0.04883	15.00419	13.1522	0.0	0.0	0.0	19.03251	0.0	0.38016	0.0	0.0	0.0	10.78055	15.768	9.68541	0.25112	28.06571	22.36328	12.58022	6.15583	5.25949	4.85491	6.35114	36.71177	5.15485	1.10561	9.90165	8.35658	12.51395	8.06362	45.54618	26.76828	28.10756	17.96177	23.7793	14.49149	14.48103	19.58357	0.0	0.0	0.0	17.59905	6.07561	14.55078	14.86119	23.52121	0.0	0.0	0.0	24.33733	17.85366	0.1709	4.99093	9.99581	12.83133	9.85979	7.39746	2.12751	1.20675	2.86691	0.26158
8	1641964140.0	0.0	35.73172	45.17038	39.81236	51.81885	44.27665	55.74254	50.17526	50.81177	45.12242	58.40193	72.74519	64.47492	60.86077	61.03952	63.21498	51.15618	43.28265	45.43195	46.57418	43.47011	31.67725	41.95731	44.94803	45.42324	40.10446	50.61994	44.42487	32.35735	32.10449	0.0	0.0	2.91922	3.03083	10.65499	9.90165	9.70982	7.7567	18.47447	10.6829	0.09766	0.04883	17.58859	15.18903	0.0	0.0	0.0	22.04241	0.0	0.38714	0.0	0.0	0.0	11.71177	17.15611	9.90862	0.24763	28.10059	22.71205	12.90806	6.13839	5.22112	4.85142	6.3058	38.08245	5.2002	1.10561	9.75167	8.51004	12.76158	8.11244	48.56655	28.56794	30.66057	18.66629	24.88491	15.625	15.8238	21.15653	0.0	0.0	0.0	19.9986	6.76967	16.41671	17.24679	27.04381	0.0	0.0	0.0	26.09863	19.07785	0.16741	4.91071	9.65751	12.46164	9.53892	7.03474	1.97754	1.23117	2.96456	0.25809
9	1641964200.0	0.0	35.59222	44.83468	40.37476	51.71422	44.06738	55.43736	50.27989	51.28261	45.10934	58.78993	72.64491	64.43133	60.81717	61.03952	63.18447	51.30441	43.37856	45.47991	46.6483	43.53986	32.38787	41.62162	45.07446	45.6325	40.32244	50.6897	44.01943	32.46198	32.2876	0.0	0.0	2.83901	3.00642	10.55385	9.78655	9.61914	7.67648	18.57561	10.81892	0.09417	0.05232	17.32352	14.88211	0.0	0.0	0.0	22.06682	0.0	0.38016	0.0	0.0	0.0	11.55483	16.94336	9.81445	0.26158	27.8704	22.65625	12.77902	6.11747	5.4269	4.9142	6.6755	40.95982	5.18973	1.09863	9.84584	8.54841	12.7267	8.27637	48.50725	29.3457	30.43039	18.67327	24.89886	15.63198	15.69475	21.11119	0.0	0.0	0.0	19.7719	6.6476	16.57017	16.69573	26.46484	0.0	0.0	0.0	25.27902	18.73256	0.16392	4.82701	9.26339	11.82338	9.16922	6.82547	1.90778	1.21722	2.91574	0.26507
