REFID	UNIX	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	P68	P69	P70	P71	P72
0	1635742860	0	0	0	0	0	0	0	0	0	0	0	0	37.62512	39.35852	50.83008	45.52612	62.29858	55.57251	55.83801	58.38623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19922	1.44043	2.5	3.34961	5.5127	640.07324	17.55859	4.4458	9.55078	11.51367	18.30322	33.42041	28.98438	28.41064	18.8208	5.65918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1635742920	0	0	0	0	0	0	0	0	0	0	0	0	37.677	39.6759	50.8667	45.7428	62.06665	55.20935	55.83801	58.35266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6377	1.40869	2.51709	3.42285	5.54199	800.05127	16.7749	4.5752	9.41406	12.05078	17.50244	33.39355	28.47168	28.20801	18.52051	5.65186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1635742980	0	0	0	0	0	0	0	0	0	0	0	0	37.68616	39.89868	50.90027	45.85876	61.99036	54.9469	55.78003	58.42896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65967	1.36475	2.49756	3.42041	5.45654	480.04883	16.80176	4.52881	9.76318	11.65771	17.86377	33.6792	29.18701	28.71338	18.90137	5.85449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1635743040	0	0	0	0	0	0	0	0	0	0	0	0	37.71362	40.05737	50.88196	45.95032	61.95374	54.71191	55.75867	58.40759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00146	1.36475	2.10449	2.71729	4.7168	800.03174	15.36133	5.09521	8.55713	8.54736	15.7373	29.1626	26.39404	25.63721	16.51123	5.29785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1635743100	0	0	0	0	0	0	0	0	0	0	0	0	37.78381	40.25269	50.86365	46.03577	61.89575	54.44031	55.71594	58.41064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57178	1.40625	2.50977	3.21289	5.30029	960.01953	17.97119	5.7666	9.22852	11.44287	17.24365	32.48535	28.0127	27.51953	18.02979	5.43945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1635743160	0	0	0	0	0	0	0	0	0	0	0	0	37.8479	40.49377	50.86365	46.13647	61.87439	54.22363	55.74951	58.43201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89648	1.42578	2.55127	3.66211	5.64697	1120.00488	17.60986	4.65088	9.87549	11.67725	18.26172	34.7876	30.16357	29.59961	19.31641	5.98389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1635743220	0	0	0	0	0	0	0	0	0	0	0	0	37.92419	40.76233	50.80566	46.27686	61.84692	54.00085	55.8197	58.48389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84521	1.51855	2.63184	3.53271	5.79834	800.06592	18.67188	4.9292	9.51172	12.53418	17.59521	33.97705	28.61572	28.46924	18.64502	5.56641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1635743280	0	0	0	0	0	0	0	0	0	0	0	0	37.98523	41.00342	50.82397	46.35925	61.74316	53.82385	55.88074	58.46252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15039	1.49658	2.53174	3.46191	5.63721	800.03662	17.94434	4.6167	9.78027	11.71875	18.11279	34.46289	29.55811	29.08447	19.24072	5.78857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1635743340	0	0	0	0	0	0	0	0	0	0	0	0	37.92114	41.13464	50.90027	46.47827	61.69434	53.68042	55.91736	58.52356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04541	1.51367	2.47803	3.41309	5.65918	959.97314	17.89062	5.11963	9.40674	11.90186	17.04346	33.25195	27.87598	27.87598	18.61328	5.65186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1635743400	0	0	0	0	0	0	0	0	0	0	0	0	37.87842	41.35132	50.98267	46.55457	61.61499	53.45764	55.96313	58.49304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91504	1.28662	2.11182	2.62939	4.25049	1119.94873	13.80615	4.2627	7.85889	9.24805	14.46289	27.30469	23.43506	23.21777	15.12451	4.74854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	1635743460	0	0	0	0	0	0	0	0	0	0	0	0	37.91199	41.5741	51.07422	46.6217	61.50513	53.24402	55.9906	58.51135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0332	1.47705	2.58545	3.62549	5.84473	960.01221	17.75635	4.59717	9.67285	11.92139	17.57324	34.07471	28.81348	28.69141	19.17236	5.80322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	1635743520	0	0	0	0	0	0	0	0	0	0	0	0	37.92419	41.90979	51.11694	46.90247	61.36169	52.91748	55.98755	58.54797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91602	1.44531	2.62695	3.95752	6.12549	1120.03174	19.18945	5.62988	9.93408	12.45605	18.33984	35.44922	30.15137	29.92432	19.71436	5.9082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	1635743580	0	0	0	0	0	0	0	0	0	0	0	0	37.92725	42.13257	51.19324	47.06116	61.14502	52.66418	55.96619	58.51135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89893	1.43555	2.51465	3.50342	5.60059	1119.96582	17.73682	5.34912	9.28223	11.56494	17.00928	32.8125	27.96387	27.72705	18.67676	5.53711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	1635743640	0	0	0	0	0	0	0	0	0	0	0	0	37.90588	42.43774	51.22375	47.2168	61.05347	52.43225	56.01501	58.45032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86865	1.22803	2.46826	3.24463	5.11719	1119.98779	15.58838	4.94141	9.21875	10.63965	17.16309	32.02148	27.08252	26.71387	18.01758	5.52734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	1635743700	0	0	0	0	0	0	0	0	0	0	0	0	37.86926	42.87109	51.35193	47.39685	60.81543	52.16064	55.98755	58.44727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80127	1.47705	2.54883	3.24463	5.33691	1119.95117	16.84326	4.82178	8.89404	11.89453	15.896	31.42822	25.98877	26.09131	17.68311	5.43213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	1635743760	0	0	0	0	0	0	0	0	0	0	0	0	37.86621	43.17322	51.38855	47.43958	60.7605	51.97144	55.95703	58.48999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28857	1.32324	2.28271	2.96143	4.89502	1119.9585	14.46777	5.77393	8.40332	10.16602	15.16357	29.04297	24.63623	24.59961	16.40869	5.22461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	1635743820	0	0	0	0	0	0	0	0	0	0	0	0	37.87842	43.35632	51.50757	47.44568	60.79102	51.87988	55.97229	58.44421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48633	1.38672	2.56104	3.70605	5.77881	1439.92676	17.5293	7.23389	10.03662	11.95068	18.19092	34.97314	29.64111	29.43359	19.56543	5.99609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	1635743880	0	0	0	0	0	0	0	0	0	0	0	0	37.85706	43.34106	51.61743	47.29309	60.92224	51.95923	56.00281	58.42285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80127	1.42334	2.53662	3.56201	5.70801	1279.95605	16.90918	6.14014	9.73633	11.8457	17.67334	34.23096	28.72559	28.59619	19.15283	5.68359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	1635743940	0	0	0	0	0	0	0	0	0	0	0	0	37.82349	43.3075	51.60522	47.22595	60.90698	51.94397	56.02417	58.42285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36914	1.36963	2.27539	2.99561	5.15869	1599.90967	12.18506	5.82275	9.15039	9.74609	16.31348	30.98877	26.96045	26.55273	17.56592	5.50049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	1635744000	0	0	0	0	0	0	0	0	0	0	0	0	37.8418	43.17932	51.51978	47.20459	60.94971	51.95923	56.01196	58.48694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28125	1.37939	2.36572	3.17871	5.13184	1279.95361	12.40479	5.67139	9.21631	10.45654	16.50146	31.35498	27.08008	26.71875	17.59033	5.35889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	1635744060	0	0	0	0	0	0	0	0	0	0	0	0	37.83569	42.88635	51.48621	47.10693	61.07788	52.14233	56.00586	58.52966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78174	1.40381	2.43896	3.52539	5.69824	1599.91455	16.1084	7.10693	9.88525	10.87402	17.96387	34.23584	29.50439	29.05029	19.37256	5.84717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
