REFID	UNIX	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	P68	P69	P70	P71	P72
0	1636693260	0	0	0	0	0	0	0	0	0	0	0	0	57.50427	56.05774	57.73315	60.40039	57.99561	55.83496	50.15259	53.94897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74121	2.72705	2.0459	2.78809	4.09912	0.56396	11.56982	3.69385	27.21924	5.71777	15.02441	20.10498	22.7002	12.88086	18.2251	9.21387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1636693320	0	0	0	0	0	0	0	0	0	0	0	0	57.50122	55.59998	57.57751	60.47363	58.02917	55.9845	50.31738	54.10461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38965	2.66357	1.97266	2.66357	3.84277	0.50537	11.46484	3.64258	27.1167	5.80566	15.0708	20.01709	22.40479	12.83936	18.4082	10.18799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1636693380	0	0	0	0	0	0	0	0	0	0	0	0	57.48901	55.15747	57.32727	60.51941	58.04138	56.15845	50.37842	54.245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84521	2.29248	1.7627	2.1167	3.00049	0.49561	9.58252	3.52539	23.62793	5.41748	13.04688	17.05566	18.81592	11.45508	15.625	8.8916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1636693440	0	0	0	0	0	0	0	0	0	0	0	0	57.51038	54.73022	57.07092	60.65063	58.13293	56.34155	50.45166	54.3335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.30176	2.46338	1.62842	1.78711	2.66602	0.48828	8.40088	3.52051	21.08398	4.62646	11.77246	15.46143	16.51855	10.38574	14.26758	7.98096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1636693500	0	0	0	0	0	0	0	0	0	0	0	0	57.51648	54.3335	56.71692	60.66284	58.10852	56.41785	50.55237	54.40063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64111	2.54639	1.81152	2.28027	3.69629	0.47607	10.64697	4.4043	26.34521	5.87891	14.48242	19.3457	21.54541	12.5293	17.75879	10.2124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1636693560	0	0	0	0	0	0	0	0	0	0	0	0	57.45239	53.9917	56.40564	60.76965	58.0719	56.49719	50.58899	54.40063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47998	2.5708	1.86279	2.3584	3.73535	0.43457	11.11572	4.5874	25.97412	5.80566	24.7168	21.79443	21.62842	12.46826	17.89795	10.08057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1636693620	0	0	0	0	0	0	0	0	0	0	0	0	57.34253	53.58582	56.18591	60.85815	58.09937	56.63452	50.58594	54.48608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.84375	2.95898	1.91406	2.49756	4.16504	0.4541	11.88477	4.51416	25.83984	5.5957	32.73926	23.40576	21.21094	12.13379	17.66846	10.07324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1636693680	0	0	0	0	0	0	0	0	0	0	0	0	57.28455	53.28064	56.02722	60.99854	58.04443	56.6925	50.6134	54.54102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.82422	2.76367	1.74316	2.24609	3.78662	0.37354	11.8457	4.92676	25.56885	5.1709	32.23877	23.0542	21.13281	12.23877	17.59766	10.01221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1636693740	0	0	0	0	0	0	0	0	0	0	0	0	57.27234	53.11279	55.96008	61.01074	58.01086	56.75049	50.65613	54.56543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3042	2.5708	1.80176	2.40723	3.87451	0.41504	11.19141	4.64355	26.70898	5.95947	33.74512	23.87207	22.09717	12.68311	18.18848	10.47852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1636693800	0	0	0	0	0	0	0	0	0	0	0	0	57.23572	52.97241	55.94788	60.94055	57.95898	56.85425	50.63782	54.63867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.104	2.55615	1.64307	2.12646	3.1958	0.41748	10.19043	4.03809	23.11279	5.18799	29.20898	20.6958	18.07861	11.39893	15.43945	8.46191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	1636693860	0	0	0	0	0	0	0	0	0	0	0	0	57.25708	52.96326	56.02417	60.88562	57.97119	56.96106	50.58899	54.60205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48975	2.65869	1.79932	2.41211	3.98193	0.44678	12.5	5.87402	28.20312	5.8374	35.625	24.63623	19.60449	12.93457	18.90381	10.74951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	1636693920	0	0	0	0	0	0	0	0	0	0	0	0	57.2998	52.99072	56.10657	60.8429	58.02612	57.04041	50.61035	54.60815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.78271	2.88086	1.88965	2.45117	4.37256	0.43945	12.59521	5.66406	28.58398	5.95703	36.44775	24.93408	18.9209	12.95166	19.10889	11.03271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	1636693980	0	0	0	0	0	0	0	0	0	0	0	0	57.37	53.07617	56.20728	60.83984	57.9895	57.16553	50.54932	54.64783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.63135	2.71729	1.7334	2.23145	3.74268	0.43701	11.13281	4.86084	26.50879	5.42969	33.479	23.50098	17.60986	12.09717	17.99072	10.36133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	1636694040	0	0	0	0	0	0	0	0	0	0	0	0	57.50122	53.27148	56.47278	60.82153	58.03833	57.14417	50.5127	54.65088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94043	2.52197	1.67725	2.2168	3.45703	0.45654	10.81543	4.60693	26.40381	5.89844	33.65723	23.78418	17.79785	12.27295	18.05664	10.1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	1636694100	0	0	0	0	0	0	0	0	0	0	0	0	57.60193	53.46375	56.60095	60.79407	58.078	57.16553	50.4425	54.58984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40576	2.15576	1.48682	1.82617	2.6123	0.46875	8.43018	3.98438	22.36328	5.19287	27.80518	19.59473	14.60693	10.58838	14.89258	8.19092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	1636694160	0	0	0	0	0	0	0	0	0	0	0	0	57.44629	53.40271	56.63147	60.849	58.05664	57.19299	50.47607	54.5929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.67041	2.90527	1.85547	2.40479	4.00391	0.47852	11.79688	4.99268	28.38379	5.54199	36.00586	24.7876	18.9917	12.94678	18.9917	10.70557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	1636694220	0	0	0	0	0	0	0	0	0	0	0	0	57.20215	53.27759	56.52771	61.02295	57.98645	57.2113	50.57373	54.65393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98193	2.46338	1.66016	2.19971	3.52539	0.45654	10.56396	4.9707	26.82617	6.11572	34.11865	24.03809	18.23486	12.45605	18.27148	10.34912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	1636694280	0	0	0	0	0	0	0	0	0	0	0	0	57.10449	53.1311	56.46973	61.12976	57.93457	57.21741	50.68665	54.77295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2334	2.66113	1.45264	1.91895	2.91748	0.47607	9.10889	4.43604	24.15039	5.55176	30.04639	21.26465	15.65186	11.52588	16.1377	9.00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
