REFID	UNIX	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	P68	P69	P70	P71	P72
0	1635224460	0	0	0	0	0	0	0	0	0	0	0	0	63.42773	59.2865	55.84412	57.96814	44.38477	44.05518	42.89856	45.73059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.52979	6.17676	2.51709	5.51758	4.44336	0.42969	14.05029	7.33398	45.32959	17.26318	18.80859	28.67676	29.50928	21.66748	16.24268	2.87598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1635224520	0	0	0	0	0	0	0	0	0	0	0	0	63.40027	59.22852	55.76782	57.95288	44.3634	44.01855	42.81311	45.69702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.55176	6.19873	2.49512	5.46631	4.43115	0.41016	14.95117	7.27783	44.38232	16.58936	18.66943	28.32031	28.01025	12.68311	16.17188	3.05908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1635224580	0	0	0	0	0	0	0	0	0	0	0	0	63.40332	59.22852	55.83801	57.94067	44.3512	44.0094	42.84668	45.70312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.33691	5.7666	2.50732	5.33203	4.48242	0.42236	15.73975	7.33643	47.50488	16.61133	20.20264	30.62012	30.98145	21.10107	17.31934	3.10791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1635224640	0	0	0	0	0	0	0	0	0	0	0	0	63.40332	59.17053	55.93567	58.01392	44.30847	44.00635	42.85889	45.71838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20996	5.53467	2.44629	5.16357	4.32861	0.44189	14.45068	6.95801	41.58203	15.78125	18.80371	28.49609	29.07471	21.20117	16.06934	2.9248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1635224700	0	0	0	0	0	0	0	0	0	0	0	0	63.39417	59.18884	55.91431	57.99561	44.38171	43.96057	42.90771	45.70007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3125	5.57617	2.47559	5.29297	4.45557	0.42969	13.50586	7.09473	42.60254	14.69238	20.19287	30.7373	31.29883	23.00537	17.44629	3.30078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1635224760	0	0	0	0	0	0	0	0	0	0	0	0	63.39722	59.15222	55.92957	57.91931	44.3573	43.98193	42.91687	45.7428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.91455	5.4541	2.32178	5.06348	3.88428	0.34668	12.48779	6.58203	37.41455	11.90186	17.66113	26.99463	27.99805	20.4834	15.37842	2.81494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1635224820	0	0	0	0	0	0	0	0	0	0	0	0	63.40027	59.1217	55.9082	57.91626	44.34204	44.0155	42.94739	45.69702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.19775	5.68359	2.4292	5.46387	4.43604	0.46143	14.07715	7.41455	42.99072	14.83643	20.6543	31.55029	32.0874	23.0127	17.59766	3.25195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1635224880	0	0	0	0	0	0	0	0	0	0	0	0	63.40942	59.01184	55.81055	57.93152	44.4458	43.99414	42.98096	45.73364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0293	5.39551	2.33154	5.19287	4.00879	0.48096	11.82617	6.89453	41.1084	15.53467	19.59229	30.00244	30.72998	22.32422	16.78955	3.07129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1635224940	0	0	0	0	0	0	0	0	0	0	0	0	63.33008	58.84399	55.68848	57.87964	44.51904	44.03687	43.00537	45.79773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.08057	5.43701	2.41943	5.16357	4.23096	0.43457	13.9917	6.75049	41.34033	15.92285	19.9292	30.40283	30.35156	22.22412	16.87256	3.20068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1635225000	0	0	0	0	0	0	0	0	0	0	0	0	63.18054	58.72498	55.49316	57.8125	44.48547	43.99414	43.00842	45.78247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.19531	5.47607	2.50977	5.11475	4.23828	0.4248	10.74463	6.30127	37.1582	14.8291	17.8833	27.12891	27.46094	20.54688	15.30273	2.70264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
