REFID	UNIX	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	P68	P69	P70	P71	P72
0	1634014860	0	0	0	0	0	0	0	0	0	0	0	0	55.02319	60.72693	64.03503	63.33313	59.71069	56.54297	49.67346	53.48511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50488	2.31934	2.88086	4.33594	7.42188	1.2207	13.0249	8.05908	8.56689	13.00781	17.60986	25.44922	33.69141	21.56006	19.50684	6.70654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1634014920	0	0	0	0	0	0	0	0	0	0	0	0	55.09033	60.78796	63.90076	63.36365	59.75647	56.60095	49.70093	53.44238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15186	3.22021	2.93457	4.36035	7.59521	1.23291	12.92725	7.60742	8.12256	12.69531	17.15088	25.19287	32.30713	19.01855	19.71436	6.78955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1634014980	0	0	0	0	0	0	0	0	0	0	0	0	55.16663	60.7605	63.85498	63.38196	59.84497	56.63757	49.69177	53.38745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55225	3.74512	3.17627	4.89258	9.31641	1.22803	16.04736	9.49707	8.95264	16.06934	18.99902	27.89307	36.76025	22.9126	22.37061	7.7417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1634015040	0	0	0	0	0	0	0	0	0	0	0	0	55.25513	60.71472	63.86108	63.46741	59.90295	56.75049	49.66125	53.37219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89307	3.35449	2.92236	4.39697	7.53662	1.22803	13.27881	7.79297	7.84424	13.31299	16.50879	24.35303	30.23438	15.94482	18.91113	6.35986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1634015100	0	0	0	0	0	0	0	0	0	0	0	0	55.44128	60.5896	63.85803	63.52844	59.87244	56.83899	49.67651	53.3783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85498	3.1543	2.93701	4.32861	7.5708	1.22559	13.13232	8.10059	7.90527	13.16162	16.60889	24.67041	30.44678	16.28906	18.89893	6.21826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1634015160	0	0	0	0	0	0	0	0	0	0	0	0	55.63049	60.23254	63.90991	63.57727	59.80225	56.90308	49.63074	53.40881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.36768	3.29346	2.93701	4.38232	7.77588	1.23291	13.58643	8.10059	7.7832	13.84766	17.02148	25.18066	31.50146	21.38428	19.16992	6.42334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1634015220	0	0	0	0	0	0	0	0	0	0	0	0	55.74341	59.99756	63.99231	63.6322	59.75952	57.01599	49.62463	53.49731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63037	2.89795	2.86377	4.28467	7.41943	1.21094	12.98828	7.89062	8.43506	12.60254	17.59277	25.61279	33.13721	20.9375	19.99512	7.04102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1634015280	0	0	0	0	0	0	0	0	0	0	0	0	55.96924	59.78394	64.0686	63.67188	59.77783	57.08313	49.63074	53.53088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76318	3.10059	2.854	4.17236	7.60254	1.22559	13.4082	8.06152	8.04199	12.39502	16.81641	24.9292	32.0166	21.86523	19.09424	6.59912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1634015340	0	0	0	0	0	0	0	0	0	0	0	0	56.17065	59.54895	64.17236	63.65356	59.7168	57.18079	49.66736	53.50647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.49463	3.84766	2.98584	4.60449	8.38135	1.21582	15.39062	8.61572	8.87451	15.33936	18.396	27.16797	35.62744	24.80713	21.15723	6.88721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1634015400	0	0	0	0	0	0	0	0	0	0	0	0	56.28052	59.3689	64.23035	63.7085	59.67102	57.26318	49.70398	53.45459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20312	3.57422	2.80518	4.21387	7.03857	1.22803	12.83203	7.11182	8.04932	12.89795	15.94238	24.48486	30.896	20.14404	18.55957	6.28174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
